Unnamed: 0,smiles,property,value,Polymer_BRICS
3370,[*]c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.3994,"['N', 'C=O', 'c1ccccc1', 'c1ccccc1', 'O=c1nc(=O)c2cc3c(=O)nc(=O)c3cc12']"
3371,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc6[nH]c([*])nc6c4)C5=O)cc3C2=O)cc1,Egc,2.4895,"['c1ccccc1', 'c1ccc2[nH]cnc2c1', 'O=C1NC(=O)c2ccccc21']"
3372,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc6[nH]c([*])nc6c4)C5=O)cc3C2=O)cc1,Egc,2.4444,"['C=O', 'c1ccccc1', 'O=C1NC(=O)c2ccccc21', 'c1ccc2[nH]cnc2c1']"
3373,[*]c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(c4ccc6[nH]c([*])nc6c4)C5=O)cc3C2=O)cc1,Egc,2.9114,"['c1ccccc1', 'c1ccc2[nH]cnc2c1', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21']"
3374,[*]C(=O)N1CC(=O)N(C(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)C1=O,Egc,3.533,"['C=O', 'O=C1CNC(=O)N1', 'C=O', 'c1ccccc1', 'O=C1NC(=O)c2ccccc21']"
3375,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(OCCCC)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,Egc,2.6613,"['CCCC', 'O', 'C=O', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21', 'c1ccccc1']"
3376,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(OCCCCCCCC)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,Egc,2.6342,"['CCCCCCCC', 'O', 'C=O', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21', 'c1ccccc1']"
3377,[*]c1ccc(SSc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.3111,"['O=c1nc(=O)c2cc3c(=O)nc(=O)c3cc12', 'c1ccccc1', 'c1ccccc1', 'SS']"
3378,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2Br)c(Br)c1,Egc,2.4917,"['Brc1ccccc1', 'O', 'Brc1ccccc1', 'O=c1nc(=O)c2cc3c(=O)nc(=O)c3cc12']"
3379,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3Br)c(Br)c1)C2=O,Egc,2.6114,"['O', 'C=O', 'Brc1ccccc1', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21']"
3380,[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2Br)c(Br)c1,Egc,2.7192,"['Brc1ccccc1', 'O', 'Brc1ccccc1', 'O=C1NC(=O)c2cc(S(=O)(=O)c3ccc4c(c3)C(=O)NC4=O)ccc21']"
3381,[*]c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2Br)c(Br)c1,Egc,2.9494,"['Brc1cccc(Br)c1', 'O', 'Brc1cccc(Br)c1', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21']"
3382,[*]c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2Br)c(Br)c1,Egc,2.9554,"['Brc1cccc(Br)c1', 'O=C1NC(=O)c2ccccc21', 'O', 'Brc1cccc(Br)c1', 'O=C1NC(=O)c2ccccc21']"
3383,[*]c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2Br)c(Br)c1,Egc,2.8362,"['Brc1cccc(Br)c1', 'O', 'Brc1cccc(Br)c1', 'O=C1NC(=O)c2cc(S(=O)(=O)c3ccc4c(c3)C(=O)NC4=O)ccc21']"
3384,[*]c1cccc2c(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cccc12,Egc,2.5506,"['c1ccc2ccccc2c1', 'O=c1nc(=O)c2cc3c(=O)nc(=O)c3cc12']"
3385,[*]c1cc(C=NC(=S)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)ccc1Cl,Egc,2.0293,"['NC(=S)N=Cc1ccc(Cl)cc1', 'c1ccccc1', 'O=c1nc(=O)c2cc3c(=O)nc(=O)c3cc12']"
3386,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,Egc,2.9133,"['Cc1ccccc1', 'Cc1ccccc1', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21']"
3387,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2-c2ccccc2)cc1,Egc,2.1739,"['c1ccccc1', 'O', 'O=c1nc(=O)c2cc3c(=O)nc(=O)c3cc12', 'c1ccccc1', 'c1ccccc1']"
3388,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)n1,Egc,2.7946,"['C=O', 'N', 'c1ccncc1', 'C=O', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21', 'c1ccccc1', 'c1ccc2ocnc2c1']"
3389,[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5s4)cc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc1,Egc,2.886,"['C=O', 'N', 'c1ccccc1', 'C=O', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21', 'c1ccccc1', 'c1ccc2scnc2c1']"
3390,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)n1,Egc,3.2959,"['C=O', 'N', 'c1ccncc1', 'C=O', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21', 'c1ccccc1']"
3391,[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc1,Egc,2.9484,"['C=O', 'N', 'c1ccccc1', 'C=O', 'O=C1NC(=O)c2ccccc21', 'O=C1NC(=O)c2ccccc21', 'c1ccccc1']"
3392,[*]CCCCCCOC(=O)SC(=O)O[*],Egc,5.9655,"['O', 'O=CSC=O', 'O', 'CCCCCC']"
3393,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,Egc,5.7217,"['CO', 'CC', 'CC1C(=O)OC(=O)C1C']"
3394,[*]CC(c1ccccc1)C1C(=O)OC(=O)C1[*],Egc,5.3123,"['O=C1CCC(=O)O1', 'c1ccccc1', 'CC']"
3395,[*]C=Cc1ccc([*])c2c1C(=O)OC2=O,Egc,3.9313,['C=Cc1cccc2c1C(=O)OC2=O']
3396,[*]CC(C)(N=C=O)C1C(=O)OC(=O)C1[*],Egc,6.0105,"['CC(C)N=C=O', 'O=C1CCC(=O)O1']"
3397,[*]CC(OC1CCCCC1)C1C(=O)OC(=O)C1[*],Egc,5.6267,"['C1CCCCC1', 'O', 'CC', 'O=C1CCC(=O)O1']"
3398,[*]C1C(=O)OC(=O)C1C1C2CC(C(=O)OC3CCCCC3)C(C2)C1[*],Egc,6.0803,"['O', 'C1CCCCC1', 'C=O', 'O=C1CC(C2CC3CCC2C3)C(=O)O1']"
3399,[*]Oc1ccc(C(=O)CCCCC(=O)c2ccc(OC([*])=O)cc2)cc1,Egc,4.6051,"['C=O', 'O', 'O', 'c1ccccc1', 'O=CCCCCC=O']"
3400,[*]Oc1c(Cl)cc(C2(c3cc(Cl)c(OC([*])=O)c(Cl)c3)CC3CCC2C3)cc1Cl,Egc,4.8308,"['C=O', 'O', 'O', 'Clc1cccc(Cl)c1', 'C1CC2CCC1C2']"
3401,[*]Oc1c(Br)cc(C2(c3cc(Br)c(OC([*])=O)c(Br)c3)CC3CCC2C3)cc1Br,Egc,4.8531,"['C=O', 'O', 'O', 'Brc1cccc(Br)c1', 'C1CC2CCC1C2']"
3402,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C2CCCCC2)cc1,Egc,4.5492,"['C=O', 'O', 'O', 'C1CCCCC1', 'c1ccccc1', 'C']"
3403,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC([*])=O)c3ccc(OC)cc3)cc2)cc1,Egc,4.212,"['C=O', 'C=O', 'O', 'O', 'CO', 'CC', 'N', 'c1ccccc1', 'CCC']"
3404,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,Egc,4.7564,"['C=O', 'O', 'O', 'c1ccccc1', 'C']"
3405,[*]CCCCOC(=O)SNCCCCCCNSC(=O)O[*],Egc,5.4377,"['O', 'O', 'CCCC', 'NSC=O', 'CCCCCC']"
3406,[*]CCCC1CCN(SC(=O)OCCCCCCOC(=O)SN2CCC([*])CC2)CC1,Egc,4.484,"['O=CSN1CCCCC1', 'O', 'CCCCCC', 'CCC', 'O=CSN1CCCCC1']"
3407,[*]CCCCCCOC(=O)SNc1ccc(Cc2ccc(NSC(=O)O[*])cc2)cc1,Egc,4.1148,"['O', 'O', 'CCCCCC', 'NSC=O', 'c1ccccc1', 'C']"
3408,[*]C=CC1CC([*])C2(Cl)OC(=O)OC12Cl,Egc,5.2615,['C=CC1CCC2(Cl)OC(=O)OC12Cl']
3409,[*]OC(C)COC([*])=O,Egc,7.1412,"['C=O', 'O', 'O', 'CCC']"
3410,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC(C)CC(C)(C)C2)cc1,Egc,4.7559,"['C=O', 'O', 'O', 'c1ccccc1', 'CC1CCCC(C)(C)C1']"
3411,[*]OC1CCC(OC([*])=O)CC1,Egc,7.1786,"['C=O', 'O', 'O', 'C1CCCCC1']"
3412,[*]CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)O[*],Egc,6.4999,"['O', 'C=O', 'O', 'CCCS(=O)(=O)CCCCS(=O)(=O)CCC']"
3413,[*]CCOC(=O)O[*],Egc,7.5976,"['O', 'C=O', 'O', 'CC']"
3414,[*]Oc1ccc(C(C)(CCC#N)c2ccc(OC([*])=O)c(C)c2)cc1C,Egc,4.6661,"['C=O', 'O', 'O', 'Cc1ccccc1', 'CCCCC#N']"
3415,[*]CC(OC(=O)OCC)C(COC(=O)O[*])OC(=O)OCC,Egc,7.1757,"['O', 'C=O', 'O', 'CC', 'CCCC']"
3416,[*]OC1CCC(OC(=O)OCCCCOC([*])=O)CC1,Egc,7.0064,"['C=O', 'C=O', 'O', 'O', 'C1CCCCC1', 'CCCC']"
3417,[*]CC(O)C(O)COC(=O)O[*],Egc,6.9702,"['O', 'C=O', 'O', 'CC(O)C(C)O']"
3418,[*]CC(OC=O)C(COC(=O)O[*])OC=O,Egc,7.0946,"['O', 'C=O', 'O', 'O=CO', 'CCCC']"
3419,[*]CC(OC(C)=O)C(COC(=O)O[*])OC(C)=O,Egc,6.5585,"['CC=O', 'O', 'C=O', 'O', 'CCCC']"
3420,[*]CC(OC(=O)C(=O)OCC)C(COC(=O)O[*])OC(=O)C(=O)OCC,Egc,5.2047,"['O', 'O=CC=O', 'C=O', 'O', 'CC', 'CCCC']"
3421,[*]CCCOC(=O)O[*],Egc,7.1953,"['O', 'C=O', 'O', 'CCC']"
3422,[*]OC1CCC(OC(=O)OCCCCCOC([*])=O)CC1,Egc,7.0367,"['C=O', 'C=O', 'O', 'O', 'C1CCCCC1', 'CCCCC']"
3423,[*]OC1CCC(OC(=O)OCCCCCCOC([*])=O)CC1,Egc,7.1086,"['C=O', 'C=O', 'O', 'O', 'C1CCCCC1', 'CCCCCC']"
3424,[*]OC1CCC(OC(=O)OCCCCCCCOC([*])=O)CC1,Egc,7.2009,"['C=O', 'C=O', 'O', 'O', 'C1CCCCC1', 'CCCCCCC']"
3425,[*]Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCOC([*])=O)cc2)cc1,Egc,4.0366,"['C=O', 'C=O', 'O', 'O', 'CCCC', 'C', 'c1ccccc1', 'CC']"
3426,[*]Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCCOC([*])=O)cc2)cc1,Egc,4.0595,"['C=O', 'C=O', 'O', 'O', 'CCCCC', 'C', 'c1ccccc1', 'CC']"
3427,[*]Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCCCOC([*])=O)cc2)cc1,Egc,4.2293,"['C=O', 'C=O', 'O', 'O', 'CCCCCC', 'C', 'c1ccccc1', 'CC']"
3428,[*]CC(C)(C)COC(=O)O[*],Egc,7.3547,"['O', 'C=O', 'O', 'CC(C)(C)C']"
3429,[*]Oc1ccc(C(CC)c2ccc(OC([*])=O)cc2)cc1,Egc,5.1581,"['C=O', 'O', 'O', 'c1ccccc1', 'CCC']"
3430,[*]Oc1ccc(C(C)(CC)c2ccc(OC([*])=O)c(Cl)c2)cc1Cl,Egc,5.0411,"['C=O', 'O', 'O', 'Clc1ccccc1', 'CCCC']"
3431,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(Cl)c2)cc1,Egc,5.0408,"['C=O', 'O', 'O', 'c1ccccc1', 'Clc1ccccc1', 'CCC']"
3432,[*]Oc1ccc(C(C)(C)c2cc(Cl)c(OC([*])=O)c(Cl)c2)cc1,Egc,4.8819,"['C=O', 'O', 'O', 'c1ccccc1', 'Clc1cccc(Cl)c1', 'CCC']"
3433,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(Cl)c2)cc1C,Egc,5.1208,"['C=O', 'O', 'O', 'Cc1ccccc1', 'Clc1ccccc1', 'CCC']"
3434,[*]Oc1ccc(C(CCCC)(CCCC)c2ccc(OC([*])=O)cc2)cc1,Egc,4.9969,"['C=O', 'O', 'O', 'c1ccccc1', 'CCCCCCCCC']"
3435,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCCC2)cc1,Egc,4.9619,"['C=O', 'O', 'O', 'c1ccccc1', 'C1CCCCCC1']"
3436,[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=O)C4(C)C)cc3)CC3CCC2C3)cc1,Egc,4.7221,"['C=O', 'C=O', 'O', 'O', 'CC1(C)CC(C)(C)C1', 'c1ccccc1', 'C1CC2CCC1C2']"
3437,[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=O)C4(C)C)cc3)CCC(C(C)(C)C)CC2)cc1,Egc,5.0195,"['C=O', 'C=O', 'O', 'O', 'CC1(C)CC(C)(C)C1', 'CC(C)C', 'c1ccccc1', 'C1CCCCC1']"
3438,[*]Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)OC3C(C)(C)C(OC([*])=O)C3(C)C)cc2)cc1,Egc,5.136,"['C=O', 'C=O', 'O', 'O', 'CC1(C)CC(C)(C)C1', 'c1ccccc1', 'c1ccccc1', 'CC']"
3439,[*]CCCCCCCCOC(=O)O[*],Egc,7.3252,"['O', 'C=O', 'O', 'CCCCCCCC']"
3440,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C(Cl)Cl)cc1,Egc,4.8285,"['C=O', 'O', 'O', 'c1ccccc1', 'CC(Cl)Cl']"
3441,[*]Oc1ccc(C(=O)c2ccc(OC(=O)OC3C(C)(C)C(OC([*])=O)C3(C)C)cc2)cc1,Egc,4.4802,"['C=O', 'C=O', 'O', 'O', 'CC1(C)CC(C)(C)C1', 'c1ccccc1', 'C=O']"
3442,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCSC([*])=O)cc2)cc1,Egc,4.8294,"['O', 'O', 'O=CS', 'O=CS', 'CCC', 'c1ccccc1', 'CCC']"
3443,[*]CC1CCC(COC(=O)O[*])CC1,Egc,6.8655,"['O', 'C=O', 'O', 'C', 'C', 'C1CCCCC1']"
3444,[*]CC(C)(COC(=O)O[*])C(=O)OCc1ccccc1,Egc,5.7764,"['O', 'C=O', 'O', 'CC(C)(C)C=O', 'C', 'c1ccccc1']"
3445,[*]OC1CCCCC1OC([*])=O,Egc,6.7044,"['C=O', 'O', 'O', 'C1CCCCC1']"
3446,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCCCOC([*])=O)cc2)cc1,Egc,5.1657,"['C=O', 'C=O', 'O', 'O', 'CCCC', 'c1ccccc1', 'CCC']"
3447,[*]CCCCOC(=O)OCC1CCC(COC(=O)O[*])CC1,Egc,7.0222,"['O', 'C=O', 'O', 'CCCC', 'C', 'C1CCCCC1']"
3448,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)OCC3CCC(COC([*])=O)CC3)cc2)cc1,Egc,5.2076,"['C=O', 'C=O', 'O', 'O', 'c1ccccc1', 'C', 'CCC', 'C1CCCCC1']"
3449,[*]Oc1ccc(Cc2ccc(OC(=O)OCC3CCC(COC([*])=O)CC3)cc2)cc1,Egc,5.1271,"['C=O', 'C=O', 'O', 'O', 'c1ccccc1', 'C', 'C', 'C1CCCCC1']"
3450,[*]OC(COC([*])=O)COC(C)(C)C,Egc,6.0333,"['C=O', 'O', 'O', 'CC(C)C', 'CCC']"
3451,[*]OC(COCCCC)COC([*])=O,Egc,6.2375,"['C=O', 'O', 'O', 'CCCC', 'CCC']"
3452,[*]OC(COCCOC)COC([*])=O,Egc,6.2142,"['C=O', 'O', 'O', 'CO', 'CC', 'CCC']"
3453,[*]C(=O)c1ccc2nc(-c3ccc(-c4nc5ccc([*])cc5nc4-c4ccccc4)cc3)c(-c3ccccc3)nc2c1,Egc,3.0508,"['C=O', 'c1ccccc1', 'c1ccc2nccnc2c1', 'c1ccccc1', 'c1ccc2nccnc2c1']"
3454,[*]c1cccc(-c2nnc([*])n2-c2ccccc2)c1,Egc,3.947,"['c1ccccc1', 'c1ncnn1', 'c1ccccc1']"
3455,[*]c1ccc(N2CCC(c3cccc(C4=NN([*])CC4)c3)=N2)cc1,Egc,2.8203,['c1ccc(N2CCC(c3cccc(C4=NNCC4)c3)=N2)cc1']
3456,[*]c1ccc(-n2cc3c(n2)C(=O)c2cn([*])nc2C3=O)cc1,Egc,3.7718,"['c1ccccc1', 'O=C1c2cnnc2C(=O)c2cnnc21']"
3457,[*]CCCCCCn1cc2c(n1)C(=O)c1cn([*])nc1C2=O,Egc,4.1587,"['CCCCCC', 'O=C1c2cnnc2C(=O)c2cnnc21']"
3458,[*]CCN([*])C(=O)CO,Egc,5.9405,"['O=CCO', 'CC', 'N']"
3459,[*]CCCCCCCCc1nnc([*])n1N,Egc,5.4011,"['Nn1cnnc1', 'CCCCCCCC']"
3460,[*]CCCCCCCCCCc1nnc([*])n1N,Egc,5.6319,"['Nn1cnnc1', 'CCCCCCCCCC']"
3461,[*]CCCCCCCc1nnc([*])n1N,Egc,5.5167,"['Nn1cnnc1', 'CCCCCCC']"
3462,[*]CCCCCCc1nnc([*])n1N,Egc,5.4103,"['CCCCCC', 'Nn1cnnc1']"
3463,[*]CCCCCc1nnc([*])n1N,Egc,5.7571,"['CCCCC', 'Nn1cnnc1']"
3464,[*]CCCCc1nnc([*])n1N,Egc,5.3914,"['CCCC', 'Nn1cnnc1']"
3465,[*]CCc1nnc([*])n1N,Egc,5.722,"['CC', 'Nn1cnnc1']"
3466,[*]CCCN([*])C=O,Egc,5.9715,"['CCC', 'NC=O']"
3467,[*]N=P([*])(Oc1cccc(Cl)c1)Oc1cccc(Cl)c1,Egc,4.9374,"['Clc1ccccc1', 'N=[PH](O)O']"
3468,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5c(-c6ccccc6)cc([*])nc5cc4n3)cc2)cc1,Egc,2.8216,"['c1ccccc1', 'c1ccccc1', 'c1ccccc1', 'c1cnc2cc3ncccc3cc2c1']"
3469,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5nc([*])cc(-c6ccccc6)c5cc4n3)cc2)cc1,Egc,2.7932,"['c1ccccc1', 'c1ccccc1', 'c1ccccc1', 'c1cnc2cc3cccnc3cc2c1']"
3470,[*]C=Cc1cccc(C=Cc2cc([*])ncn2)c1,Egc,3.4013,"['C', 'c1cncnc1', 'C=Cc1ccccc1']"
3471,[*]C=Cc1ccc(C=Cc2cc([*])ncn2)cc1,Egc,2.9779,"['C', 'c1cncnc1', 'C=Cc1ccccc1']"
3472,[*]C=Cc1ccc(-c2ccc(C=Cc3cc([*])ncn3)cc2)cc1,Egc,2.7379,"['C', 'c1cncnc1', 'c1ccccc1', 'C=Cc1ccccc1']"
3473,[*]C=Cc1cccc(C=Cc2cc([*])nc(-c3ccccc3)n2)c1,Egc,3.248,"['C', 'C=Cc1ccccc1', 'c1ccccc1', 'c1cncnc1']"
3474,[*]c1ccc([*])[nH]1,Egc,2.4594,['c1cc[nH]c1']
3475,[*]C=Nc1cccc(N=Cc2cccc([*])n2)c1,Egc,3.1599,['C=Nc1cccc(N=Cc2ccccn2)c1']
3476,[*]c1ccc([*])n1C,Egc,2.6193,['Cn1cccc1']
3477,[*]Nc1ccc([*])cc1,Egc,4.0074,"['N', 'c1ccccc1']"
3478,[*]Nc1ccc([*])cc1C,Egc,3.5769,"['N', 'Cc1ccccc1']"
3479,[*]Nc1ccc([*])cc1Cl,Egc,4.3667,"['N', 'Clc1ccccc1']"
3480,[*]c1ccc(-c2nc3cc4nc([*])[nH]c4cc3[nH]2)cc1,Egc,3.6007,"['c1ccccc1', 'c1nc2cc3nc[nH]c3cc2[nH]1']"
3481,[*]c1cccc(-c2nc3cc4nc([*])[nH]c4cc3[nH]2)c1,Egc,3.5319,"['c1ccccc1', 'c1nc2cc3nc[nH]c3cc2[nH]1']"
3482,[*]CCCCc1nc2cc3nc([*])[nH]c3cc2[nH]1,Egc,4.4637,"['CCCC', 'c1nc2cc3nc[nH]c3cc2[nH]1']"
3483,[*]CCCCCCCc1nc2ccc(-c3ccc4nc([*])[nH]c4c3)cc2[nH]1,Egc,4.2077,"['CCCCCCC', 'c1ccc2[nH]cnc2c1', 'c1ccc2[nH]cnc2c1']"
3484,[*]c1nc(-c2ccccc2)nc(N([*])c2ccccc2)n1,Egc,3.8771,"['c1ccccc1', 'N', 'c1ncncn1']"
3485,[*]c1nc(-c2ccccc2)nc(N([*])C)n1,Egc,4.2966,"['CN', 'c1ccccc1', 'c1ncncn1']"
3486,[*]c1nc(-c2ccccc2)nc(N([*])CC)n1,Egc,4.1252,"['CC', 'N', 'c1ccccc1', 'c1ncncn1']"
3487,[*]Nc1nc([*])nc(-c2ccccc2)n1,Egc,4.2193,"['N', 'c1ccccc1', 'c1ncncn1']"
3488,[*]c1nc(C)nc(N([*])c2ccccc2)n1,Egc,4.4826,"['Cc1ncncn1', 'c1ccccc1', 'N']"
3489,[*]c1nc(C)nc(N([*])C)n1,Egc,4.4288,"['CN', 'Cc1ncncn1']"
3490,[*]c1nc(Oc2ccccc2)nc(N([*])c2ccccc2)n1,Egc,4.4124,"['c1ccccc1', 'O', 'c1ncncn1', 'N']"
3491,[*]Nc1nc([*])nc(Cl)n1,Egc,4.4996,"['N', 'Clc1ncncn1']"
3492,[*]c1nc(Cl)nc(N([*])c2ccccc2)n1,Egc,4.3194,"['Clc1ncncn1', 'c1ccccc1', 'N']"
3493,[*]c1nc(Cl)nc(N(c2ccccc2)c2nc(Nc3ccccc3)nc(N([*])c3ccccc3)n2)n1,Egc,3.6448,"['Clc1ncncn1', 'c1ccccc1', 'N', 'N', 'N', 'c1ncncn1']"
3494,[*]C(=NCCCCCC)N([*])CCCCCC,Egc,4.3588,"['CCCCCC', 'CCCCCCN=CN']"
3495,[*]Cc1ccc(CN2CCN([*])C(C)C2)cc1,Egc,4.6219,"['CC1CNCCN1', 'C', 'C', 'c1ccccc1']"
3496,[*]c1ccc2nc3c4cccc5c6nc7ccc([*])cc7nc6c6cccc(c3nc2c1)c6c45,Egc,2.69,['c1ccc2nc3c4cccc5c6nc7ccccc7nc6c6cccc(c3nc2c1)c6c45']
3497,[*]c1ccc2[nH]c([*])nc2c1,Egc,3.9385,['c1ccc2[nH]cnc2c1']
3498,[*]CCc1cnc([*])cn1,Egc,4.5671,"['CC', 'c1cnccn1']"
3499,[*]c1ccc([*])nn1,Egc,3.3251,['c1ccnnc1']
3500,[*]N=Nc1ccc([*])cc1,Egc,1.7643,['N=Nc1ccccc1']
3501,[*]N=Nc1cc([*])ccc1C,Egc,3.0039,['Cc1ccccc1N=N']
3502,[*]c1cccc([*])n1,Egc,3.8339,['c1ccncc1']
3503,[*]c1ccc(Cc2ccc(N([*])Cc3ccccc3)cc2)cc1,Egc,4.2622,"['N', 'C', 'c1ccccc1', 'c1ccccc1', 'c1ccccc1', 'C']"
3504,[*]C1C=CC([*])N1,Egc,4.6504,['C1=CCNC1']
3505,[*]Nc1ccc([*])cc1OC,Egc,3.512,"['CO', 'N', 'c1ccccc1']"
3506,[*]C1=CC2=CC([*])=NC2=N1,Egc,1.0627,['C1=CC2=CC=NC2=N1']
3507,[*]C1=CC2=NC([*])=CC2=N1,Egc,1.3051,['C1=CC2=NC=CC2=N1']
3508,[*]NS(=O)Nc1cccc([*])n1,Egc,4.5634,"['NS(N)=O', 'c1ccncc1']"
3509,[*]c1ccc([*])nc1,Egc,2.7583,['c1ccncc1']
3510,[*]C1=NC2=CC([*])C=CC2=C1,Egc,3.2065,['C1=CC2=CC=NC2=CC1']
3511,[*]N=C1C=CC([*])C=C1C,Egc,3.8461,['CC1=CCC=CC1=N']
3512,[*]N=C1C=CC([*])C=C1Cl,Egc,4.0784,['N=C1C=CCC=C1Cl']
3513,[*]c1ccc2cc(-c3nc4cc5nc([*])[nH]c5cc4[nH]3)ccc2c1,Egc,3.1978,"['c1ccc2ccccc2c1', 'c1nc2cc3nc[nH]c3cc2[nH]1']"
3514,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc(-c5ccc6nc([*])cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,Egc,3.1298,"['c1ccccc1', 'c1ccccc1', 'c1ccccc1', 'c1ccc2ncccc2c1', 'c1ccc2ncccc2c1']"
3515,[*]c1cccc(-c2nc3cc(-c4ccc5[nH]c([*])nc5c4)ccc3[nH]2)c1,Egc,3.5069,"['c1ccccc1', 'c1ccc2[nH]cnc2c1', 'c1ccc2[nH]cnc2c1']"
3516,[*]c1ccc(-c2ccc3nc([*])cc(-c4ccccc4)c3c2)cc1,Egc,2.9209,"['c1ccccc1', 'c1ccccc1', 'c1ccc2ncccc2c1']"
3517,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,Egc,3.1693,"['c1ccccc1', 'c1ccccc1', 'c1ccc2nccnc2c1', 'c1ccc2nccnc2c1']"
