,smiles,property,value
5162,[*]CCCCCOC(=O)O[*],Ei,7.4318
5163,[*]Oc1ccc(OC([*])=O)cc1,Ei,6.5915
5164,[*]CCCN[*],Ei,5.8246
5165,[*]Oc1ccc(C(=O)c2ccc([*])cc2)cc1,Ei,6.383
5166,[*]c1ccc([*])cc1,Ei,5.0935
5167,[*]CCc1ccc(-c2ccc([*])cc2)cc1,Ei,5.6867
5168,[*]OC1C(CO)OC([*])C(O)C1O,Ei,6.8689
5169,[*]Cc1ccc(CO[*])cc1,Ei,6.5689
5170,[*]CCOCCOC(=O)O[*],Ei,7.5966
5171,[*]CCC(O[*])(C(F)(F)F)C(F)(F)F,Ei,8.3643
5172,[*]c1ccc([*])s1,Ei,4.5257
5173,[*]Oc1ccc(-c2ccc(C([*])=O)cc2)cc1,Ei,6.2671
5174,[*]Nc1ccc([*])cc1,Ei,4.9916
5175,[*]c1cccc([*])n1,Ei,6.0452
5176,[*]CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)[*],Ei,3.5577
5177,[*]C(S1)=CC=C1C(S2)=CC=C2[*],Ei,4.5257
5178,[*]C(OC1=C2)=NC1=CC=C2C(=NC3=C4)OC3=CC=C4[*],Ei,5.6338
5179,[*]CC(C=C1)=CC=C1C[*],Ei,6.2134
5180,[*]CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)[*],Ei,7.4162
5181,[*]CC(C1=CC=CC=N1)CC(C2=CC=CC=N2)CC(C3=CC=CC=N3)[*],Ei,6.2005
5182,[*]C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(=S)[*],Ei,5.4248
5183,[*]C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3O[*],Ei,4.7769
5184,[*]C(S1)=CC=C1C(S2)=CC=C2OC(=S)[*],Ei,5.7571
5185,[*]C(S1)=CC=C1C(=S)C(S2)=CC=C2O[*],Ei,6.0778
5186,[*]C(S1)=CC=C1C(=S)OC(=S)[*],Ei,6.3892
5187,[*]C(S1)=CC=C1OC(S2)=CC=C2O[*],Ei,5.0541
5188,[*]C(S1)=CC=C1OC(=S)O[*],Ei,6.1007
5189,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],Ei,4.7302
5190,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3O[*],Ei,5.6406
5191,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3C(S4)=CC=C4[*],Ei,5.1637
5192,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3C(=S)[*],Ei,5.6674
5193,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3O[*],Ei,5.1678
5194,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3[*],Ei,5.7103
5195,[*]C(C=C1)=CC=C1C(S2)=CC=C2OC(S3)=CC=C3[*],Ei,4.9968
5196,[*]C(C=C1)=CC=C1C(S2)=CC=C2OC(=S)[*],Ei,5.9399
5197,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3O[*],Ei,5.1012
5198,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(S4)=CC=C4[*],Ei,5.1853
5199,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(=S)[*],Ei,5.6338
5200,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3O[*],Ei,5.5837
5201,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)O[*],Ei,5.9851
5202,[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(=S)[*],Ei,6.2119
5203,[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2O[*],Ei,5.8629
5204,[*]C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2C(=S)[*],Ei,5.6051
5205,[*]C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2O[*],Ei,5.7685
5206,[*]C(C=C1)=CC=C1C(=S)OC(=S)[*],Ei,6.5598
5207,[*]C(C=C1)=CC=C1OC(S2)=CC=C2O[*],Ei,5.9034
5208,[*]C(C=C1)=CC=C1OC(=S)C(S2)=CC=C2[*],Ei,5.9615
5209,[*]C(C=C1)=CC=C1OC(=S)O[*],Ei,6.6287
5210,[*]CC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Ei,5.1385
5211,[*]CC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],Ei,5.7652
5212,[*]CC(S1)=CC=C1C(S2)=CC=C2O[*],Ei,5.2494
5213,[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Ei,5.2326
5214,[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Ei,5.6896
5215,[*]CC(S1)=CC=C1C(C=C2)=CC=C2O[*],Ei,5.4992
5216,[*]CC(S1)=CC=C1CC(S2)=CC=C2[*],Ei,5.797
5217,[*]CC(S1)=CC=C1CC(=S)[*],Ei,5.8858
5218,[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],Ei,6.3555
5219,[*]CC(S1)=CC=C1C(=O)C(=S)[*],Ei,6.4325
5220,[*]CC(S1)=CC=C1C(=O)O[*],Ei,6.8862
5221,[*]CC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Ei,5.9541
5222,[*]CC(S1)=CC=C1C(=S)O[*],Ei,6.4155
5223,[*]CC(S1)=CC=C1NC(S2)=CC=C2[*],Ei,5.2507
5224,[*]CC(S1)=CC=C1NC(=S)[*],Ei,5.7769
5225,[*]CC(S1)=CC=C1NO[*],Ei,5.1816
5226,[*]CC(S1)=CC=C1OC(S2)=CC=C2[*],Ei,5.8606
5227,[*]CC(S1)=CC=C1OC(=S)[*],Ei,6.155
5228,[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Ei,5.1679
5229,[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],Ei,5.3092
5230,[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],Ei,5.8475
5231,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Ei,5.3793
5232,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],Ei,5.528
5233,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Ei,5.6651
5234,[*]CC(C=C1)=CC=C1CC(S2)=CC=C2[*],Ei,5.5737
5235,[*]CC(C=C1)=CC=C1CC(C=C2)=CC=C2[*],Ei,6.2368
5236,[*]CC(C=C1)=CC=C1CC(=S)[*],Ei,5.9697
5237,[*]CC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],Ei,6.578
5238,[*]CC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],Ei,6.6326
5239,[*]CC(C=C1)=CC=C1C(=O)C(=S)[*],Ei,6.2998
5240,[*]CC(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],Ei,5.8109
5241,[*]CC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Ei,5.6687
5242,[*]CC(C=C1)=CC=C1C(=S)O[*],Ei,6.2737
5243,[*]CC(C=C1)=CC=C1NC(S2)=CC=C2[*],Ei,5.4067
5244,[*]CC(C=C1)=CC=C1NC(C=C2)=CC=C2[*],Ei,5.3392
5245,[*]CC(C=C1)=CC=C1NC(=S)[*],Ei,5.8355
5246,[*]CC(C=C1)=CC=C1NO[*],Ei,5.6115
5247,[*]CC(C=C1)=CC=C1OC(S2)=CC=C2[*],Ei,5.631
5248,[*]CC(C=C1)=CC=C1OC(=S)[*],Ei,6.2998
5249,[*]CCC(S1)=CC=C1C(S2)=CC=C2[*],Ei,5.1709
5250,[*]CCC(S1)=CC=C1C(=S)[*],Ei,5.9475
5251,[*]CCC(S1)=CC=C1O[*],Ei,5.5608
5252,[*]CCC(C=C1)=CC=C1C(S2)=CC=C2[*],Ei,5.4079
5253,[*]CCC(C=C1)=CC=C1C(=S)[*],Ei,5.8549
5254,[*]CCC(C=C1)=CC=C1O[*],Ei,5.6727
5255,[*]CCCC(S1)=CC=C1[*],Ei,5.6976
5256,[*]CCCC(C=C1)=CC=C1[*],Ei,5.9933
5257,[*]CCCC(=O)[*],Ei,6.6298
5258,[*]CCCC(=S)[*],Ei,5.7881
5259,[*]CCC(=O)C(S1)=CC=C1[*],Ei,6.6564
5260,[*]CCC(=O)C(C=C1)=CC=C1[*],Ei,6.8635
5261,[*]CCC(=O)C(=S)[*],Ei,6.4199
5262,[*]CCC(=S)O[*],Ei,6.2041
5263,[*]CCNC(S1)=CC=C1[*],Ei,4.6632
5264,[*]CCNC(C=C1)=CC=C1[*],Ei,4.8208
5265,[*]CCNC(=S)[*],Ei,5.3628
5266,[*]CCON[*],Ei,4.8207
5267,[*]CC(=O)C(S1)=CC=C1C(S2)=CC=C2[*],Ei,5.6786
5268,[*]CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],Ei,6.0852
5269,[*]CC(=O)C(S1)=CC=C1C(=O)[*],Ei,7.202
5270,[*]CC(=O)C(S1)=CC=C1C(=S)[*],Ei,6.3101
5271,[*]CC(=O)C(S1)=CC=C1O[*],Ei,6.261
5272,[*]CC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],Ei,5.9294
5273,[*]CC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],Ei,6.2808
5274,[*]CC(=O)C(C=C1)=CC=C1C(=O)[*],Ei,7.293
5275,[*]CC(=O)C(C=C1)=CC=C1C(=S)[*],Ei,6.4748
5276,[*]CC(=O)C(C=C1)=CC=C1O[*],Ei,6.5457
5277,[*]CC(=O)CC(S1)=CC=C1[*],Ei,6.0343
5278,[*]CC(=O)CC(C=C1)=CC=C1[*],Ei,6.2518
5279,[*]CC(=O)CC(=O)[*],Ei,5.6663
5280,[*]CC(=O)CC(=S)[*],Ei,5.8877
5281,[*]CC(=O)CO[*],Ei,6.97
5282,[*]CC(=O)C(=S)C(S1)=CC=C1[*],Ei,6.3305
5283,[*]CC(=O)C(=S)C(C=C1)=CC=C1[*],Ei,6.263
5284,[*]CC(=O)C(=S)C(=O)[*],Ei,6.8667
5285,[*]CC(=O)C(=S)O[*],Ei,6.719
5286,[*]CC(=O)NC(S1)=CC=C1[*],Ei,5.8021
5287,[*]CC(=O)NC(C=C1)=CC=C1[*],Ei,5.8783
5288,[*]CC(=O)NC(=O)[*],Ei,5.8547
5289,[*]CC(=O)NC(=S)[*],Ei,5.8386
5290,[*]CC(=O)OC(S1)=CC=C1[*],Ei,6.077
5291,[*]CC(=O)OC(=O)[*],Ei,8.5901
5292,[*]CC(=O)OC(=S)[*],Ei,6.7464
5293,[*]CC(=S)C(S1)=CC=C1C(=S)[*],Ei,4.932
5294,[*]CC(=S)C(S1)=CC=C1O[*],Ei,5.946
5295,[*]CC(=S)C(C=C1)=CC=C1C(=S)[*],Ei,4.2727
5296,[*]CC(=S)C(C=C1)=CC=C1N[*],Ei,5.6636
5297,[*]CC(=S)C(C=C1)=CC=C1O[*],Ei,5.926
5298,[*]CC(=S)CO[*],Ei,5.5936
5299,[*]CC(=S)C(=O)O[*],Ei,6.5803
5300,[*]CC(=S)NO[*],Ei,5.6761
5301,[*]CNC(S1)=CC=C1C(C=C2)=CC=C2[*],Ei,5.4046
5302,[*]CNC(S1)=CC=C1C(=O)[*],Ei,5.431
5303,[*]CNC(S1)=CC=C1C(=S)[*],Ei,5.3497
5304,[*]CNC(S1)=CC=C1N[*],Ei,4.8739
5305,[*]CNC(S1)=CC=C1O[*],Ei,5.3042
5306,[*]CNC(C=C1)=CC=C1C(S2)=CC=C2[*],Ei,5.0179
5307,[*]CNC(C=C1)=CC=C1N[*],Ei,4.6919
5308,[*]CNC(C=C1)=CC=C1O[*],Ei,5.1109
5309,[*]CNCC(S1)=CC=C1[*],Ei,5.8087
5310,[*]CNCC(C=C1)=CC=C1[*],Ei,6.259
5311,[*]CNCC(=O)[*],Ei,6.367
5312,[*]CNCC(=S)[*],Ei,6.0922
5313,[*]CNCN[*],Ei,6.0806
5314,[*]CNCO[*],Ei,6.4057
5315,[*]CNC(=O)C(S1)=CC=C1[*],Ei,6.3237
5316,[*]CNC(=O)C(=S)[*],Ei,7.0203
5317,[*]CNC(=S)C(S1)=CC=C1[*],Ei,5.8964
5318,[*]CNC(=S)C(C=C1)=CC=C1[*],Ei,5.75
5319,[*]CNC(=S)C(=O)[*],Ei,6.3386
5320,[*]CNC(=S)N[*],Ei,5.6855
5321,[*]CNC(=S)O[*],Ei,6.2178
5322,[*]CNOC(S1)=CC=C1[*],Ei,5.578
5323,[*]CNOC(C=C1)=CC=C1[*],Ei,5.7444
5324,[*]CNOC(=S)[*],Ei,6.7958
5325,[*]CNON[*],Ei,6.3414
5326,[*]COC(S1)=CC=C1C(C=C2)=CC=C2[*],Ei,5.3253
5327,[*]COC(S1)=CC=C1O[*],Ei,5.7358
5328,[*]COC(C=C1)=CC=C1O[*],Ei,5.8209
5329,[*]COC(=O)O[*],Ei,8.8314
5330,[*]COC(=S)O[*],Ei,6.8707
5331,[*]CONC(=O)[*],Ei,7.3554
5332,[*]CONO[*],Ei,7.0389
5333,[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Ei,5.3929
5334,[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(=S)[*],Ei,6.113
5335,[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2O[*],Ei,5.5977
5336,[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Ei,5.7571
5337,[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Ei,6.0589
5338,[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2O[*],Ei,5.7839
5339,[*]C(=O)C(S1)=CC=C1C(=O)C(S2)=CC=C2[*],Ei,7.0438
5340,[*]C(=O)C(S1)=CC=C1C(=O)C(=S)[*],Ei,6.8471
5341,[*]C(=O)C(S1)=CC=C1C(=O)O[*],Ei,7.3658
5342,[*]C(=O)C(S1)=CC=C1C(=S)O[*],Ei,6.7886
5343,[*]C(=O)C(S1)=CC=C1OC(S2)=CC=C2[*],Ei,6.3539
5344,[*]C(=O)C(S1)=CC=C1OC(=S)[*],Ei,6.8199
5345,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],Ei,5.8483
5346,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2O[*],Ei,6.028
5347,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],Ei,5.9803
5348,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Ei,6.1599
5349,[*]C(=O)C(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],Ei,7.268
5350,[*]C(=O)C(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],Ei,6.4709
5351,[*]C(=O)C(C=C1)=CC=C1C(=O)C(=S)[*],Ei,6.7765
5352,[*]C(=O)C(C=C1)=CC=C1C(=S)O[*],Ei,6.7625
5353,[*]C(=O)C(C=C1)=CC=C1OC(S2)=CC=C2[*],Ei,6.1761
5354,[*]C(=O)C(C=C1)=CC=C1OC(=S)[*],Ei,6.7719
5355,[*]C(=O)OC(S1)=CC=C1C(=S)[*],Ei,6.6347
5356,[*]C(=O)OC(S1)=CC=C1O[*],Ei,5.9838
5357,[*]C(=O)OC(C=C1)=CC=C1C(=S)[*],Ei,6.6755
5358,[*]C(=O)OC(=O)O[*],Ei,7.4502
5359,[*]C(=O)OC(=S)O[*],Ei,7.3548
5360,[*]NC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Ei,4.3058
5361,[*]NC(S1)=CC=C1C(S2)=CC=C2C[*],Ei,4.9311
5362,[*]NC(S1)=CC=C1C(S2)=CC=C2C(=O)[*],Ei,5.182
5363,[*]NC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],Ei,5.3242
5364,[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Ei,4.3893
5365,[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Ei,5.6909
5366,[*]NC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],Ei,5.2456
5367,[*]NC(S1)=CC=C1C(=O)C(=S)[*],Ei,6.311
5368,[*]NC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Ei,5.2424
5369,[*]NC(S1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Ei,5.2303
5370,[*]NC(S1)=CC=C1NC(S2)=CC=C2[*],Ei,4.0261
5371,[*]NC(S1)=CC=C1NC(=S)[*],Ei,5.1241
5372,[*]NC(S1)=CC=C1OC(S2)=CC=C2[*],Ei,5.4925
5373,[*]NC(S1)=CC=C1OC(=S)[*],Ei,5.6596
5374,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Ei,4.896
5375,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],Ei,4.4871
5376,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],Ei,5.6224
5377,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Ei,4.5131
5378,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],Ei,4.7817
5379,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C[*],Ei,5.1363
5380,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Ei,5.3872
5381,[*]NC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],Ei,5.4547
5382,[*]NC(C=C1)=CC=C1C(=O)C(=S)[*],Ei,6.3689
5383,[*]NC(C=C1)=CC=C1C(=O)O[*],Ei,6.8988
5384,[*]NC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Ei,5.3904
5385,[*]NC(C=C1)=CC=C1NC(S2)=CC=C2[*],Ei,4.9639
5386,[*]NC(C=C1)=CC=C1OC(S2)=CC=C2[*],Ei,5.3817
5387,[*]NC(C=C1)=CC=C1OC(C=C2)=CC=C2[*],Ei,4.8032
5388,[*]NC(C=C1)=CC=C1OC(=S)[*],Ei,5.9088
5389,[*]NC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],Ei,5.5458
5390,[*]NC(=O)C(S1)=CC=C1C(=O)[*],Ei,7.093
5391,[*]NC(=O)C(S1)=CC=C1C(=S)[*],Ei,6.1268
5392,[*]NC(=O)C(S1)=CC=C1O[*],Ei,6.5697
5393,[*]NC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],Ei,6.1434
5394,[*]NC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],Ei,5.7787
5395,[*]NC(=O)C(C=C1)=CC=C1C(=S)[*],Ei,6.3279
5396,[*]NC(=O)C(C=C1)=CC=C1O[*],Ei,6.7472
5397,[*]NC(=O)C(=S)C(S1)=CC=C1[*],Ei,6.6147
5398,[*]NC(=O)C(=S)C(C=C1)=CC=C1[*],Ei,6.5245
5399,[*]NC(=O)C(=S)C(=O)[*],Ei,6.114
5400,[*]NC(=O)C(=S)O[*],Ei,7.7235
5401,[*]NC(=O)NC(S1)=CC=C1[*],Ei,4.8361
5402,[*]NC(=O)NC(=O)[*],Ei,5.9087
5403,[*]NC(=O)NC(=S)[*],Ei,7.159
5404,[*]NC(=O)NO[*],Ei,7.4857
5405,[*]NC(=O)OC(S1)=CC=C1[*],Ei,5.369
5406,[*]NC(=O)OC(C=C1)=CC=C1[*],Ei,5.9392
5407,[*]NC(=O)OC(=S)[*],Ei,7.661
5408,[*]NC(=S)C(S1)=CC=C1O[*],Ei,6.1012
5409,[*]NC(=S)C(C=C1)=CC=C1O[*],Ei,5.884
5410,[*]NC(=S)C(=O)O[*],Ei,6.5527
5411,[*]NC(=S)NC(C=C1)=CC=C1[*],Ei,5.5113
5412,[*]NC(=S)NC(=S)[*],Ei,7.0636
5413,[*]NC(=S)NO[*],Ei,5.7438
5414,[*]NC(=S)OC(=S)[*],Ei,6.6502
5415,[*]NOC(=O)O[*],Ei,7.9654
5416,[*]NOC(=S)O[*],Ei,7.5682
5417,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NC(C=C2)=CC=C2OC(C=C3)=CC=C3[*],Ei,5.9845
5418,[*]NC(=S)NC(C=C1)=CC=C1CC(C=C2)=CC=C2[*],Ei,5.378
5419,[*]CCOCCOC(=O)NC(=CC=C1(C))C=C1NC(=O)O[*],Ei,5.1123
5420,[*]NC(=O)OC(=O)[*],Ei,8.2121
5421,[*]C(=O)C(=S)C(=O)O[*],Ei,7.4364
5422,[*]C(C=C1)=CC=C1OC(=O)CC(=O)CCO[*],Ei,6.7464
5423,[*]CCOC(=S)NC(=S)C(C=C1)=CC=C1N[*],Ei,5.413
5424,[*]CNCCCOCO[*],Ei,6.3776
5425,[*]CNCNC(=O)NC(=O)N[*],Ei,6.2252
5426,[*]CNC(=O)NCOCO[*],Ei,7.215
5427,[*]CNC(=O)ONC(=O)NO[*],Ei,7.4526
5428,[*]COCOCCCO[*],Ei,7.1508
5429,[*]COC(=O)NCCNC[*],Ei,6.3844
5430,[*]C(=O)C(S1)=CC=C1NC(=S)OC(S2)=CC=C2NC(S3)=CC=C3[*],Ei,5.4902
5431,[*]C(=O)NC(=O)CNC(=O)ON[*],Ei,8.0693
5432,[*]C(=O)NC(=O)NCCCN[*],Ei,6.8266
5433,[*]C(=O)NC(=O)NC(=O)NC(S1)=CC=C1N[*],Ei,5.7225
5434,[*]C(=O)NC(=O)OC(=O)NCN[*],Ei,8.0251
5435,[*]C(=O)NOCCCCO[*],Ei,6.4266
5436,[*]OC(C=C1)=CC=C1C(=O)C(S2)=CC=C2C(=O)NOC(=O)[*],Ei,7.1656
5437,[*]C(F)(F)C(S1)=CC=C1C(F)(F)C(S2)=CC=C2[*],Ei,6.7826
5438,[*]C(F)(F)C(S1)=CC=C1C(F)(F)C(=S)[*],Ei,6.9673
5439,[*]C(F)(F)C(S1)=CC=C1C(F)(F)O[*],Ei,7.2935
5440,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(S2)=CC=C2[*],Ei,6.4074
5441,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(C=C2)=CC=C2[*],Ei,6.6407
5442,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(=S)[*],Ei,6.9546
5443,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)O[*],Ei,7.7355
5444,[*]C(F)(F)C(F)(F)C(S1)=CC=C1C(=S)[*],Ei,6.7085
5445,[*]C(F)(F)C(F)(F)C(S1)=CC=C1O[*],Ei,6.8728
5446,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(S2)=CC=C2[*],Ei,6.0965
5447,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],Ei,6.3228
5448,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(=S)[*],Ei,6.6143
5449,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1O[*],Ei,6.9837
5450,[*]C(F)(F)C(F)(F)CC(S1)=CC=C1[*],Ei,6.8904
5451,[*]C(F)(F)C(F)(F)CC(C=C1)=CC=C1[*],Ei,7.001
5452,[*]C(F)(F)C(F)(F)CC(=O)[*],Ei,7.9225
5453,[*]C(F)(F)C(F)(F)CC(=S)[*],Ei,6.438
5454,[*]C(F)(F)C(F)(F)CN[*],Ei,8.2676
5455,[*]C(F)(F)C(F)(F)CO[*],Ei,9.8385
5456,[*]C(F)(F)C(F)(F)C(=O)C(S1)=CC=C1[*],Ei,7.5565
5457,[*]C(F)(F)C(F)(F)C(=O)C(C=C1)=CC=C1[*],Ei,7.7091
5458,[*]C(F)(F)C(F)(F)C(=O)C(=S)[*],Ei,7.0732
5459,[*]C(F)(F)C(F)(F)C(=S)O[*],Ei,7.093
5460,[*]C(F)(F)C(F)(F)NC(S1)=CC=C1[*],Ei,5.871
5461,[*]C(F)(F)C(F)(F)NC(C=C1)=CC=C1[*],Ei,6.1304
5462,[*]C(F)(F)C(F)(F)NC(=O)[*],Ei,8.3456
5463,[*]C(F)(F)C(F)(F)NC(=S)[*],Ei,6.3593
5464,[*]C(F)(F)C(F)(F)ON[*],Ei,9.0368
5465,[*]C(F)(F)CC(F)(F)C(S1)=CC=C1[*],Ei,7.1393
5466,[*]C(F)(F)CC(F)(F)C(C=C1)=CC=C1[*],Ei,7.0413
5467,[*]C(F)(F)CC(F)(F)C(=O)[*],Ei,8.1829
5468,[*]C(F)(F)CC(F)(F)C(=S)[*],Ei,7.4545
5469,[*]C(F)(F)CC(F)(F)N[*],Ei,8.5515
5470,[*]C(F)(F)CC(F)(F)O[*],Ei,9.6085
5471,[*]C(F)(F)C(=O)C(F)(F)C(=O)[*],Ei,7.3587
5472,[*]C(F)(F)C(=O)C(F)(F)O[*],Ei,8.7917
5473,[*]C(F)(F)C(=S)C(F)(F)O[*],Ei,7.385
5474,[*]C(F)(F)NC(F)(F)C(S1)=CC=C1[*],Ei,7.3853
5475,[*]C(F)(F)NC(F)(F)C(C=C1)=CC=C1[*],Ei,7.2657
5476,[*]C(F)(F)NC(F)(F)C(=O)[*],Ei,8.5584
5477,[*]C(F)(F)NC(F)(F)C(=S)[*],Ei,7.8892
5478,[*]C(F)(F)NC(F)(F)N[*],Ei,8.5631
5479,[*]C(F)(F)NC(F)(F)O[*],Ei,9.067
5480,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],Ei,4.852
5481,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(=S)[*],Ei,5.7249
5482,[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(S3)=CC=C3[*],Ei,5.643
5483,[*]CC(S1)=CC=C1CO[*],Ei,6.0202
5484,[*]C(=O)C(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Ei,6.205
5485,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Ei,5.5122
5486,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],Ei,6.162
5487,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Ei,5.9085
5488,[*]C(=O)C(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],Ei,6.3469
5489,[*]C(=O)C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Ei,5.8604
5490,[*]NC(S1)=CC=C1C(=O)O[*],Ei,6.0364
5491,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NCCCCCC[*],Ei,5.4552
5492,[*]C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N[*],Ei,5.1795
5493,[*]C(S1)=CC=C1C(=S)C(S2)=CC=C2C(=S)C(=O)NC(C=C3)=CC=C3C(S4)=CC=C4[*],Ei,5.6233
5494,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2CC(=S)C(S3)=CC=C3C(=S)CO[*],Ei,5.9175
5495,[*]C(C=C1)=CC=C1NC(C=C2)=CC=C2C(=S)NC(S3)=CC=C3C(=O)N[*],Ei,5.2813
5496,[*]CCC(=O)OC(=O)CC(C=C1)=CC=C1C(C=C2)=CC=C2[*],Ei,6.1951
